"specphe.name"	"specphe.locusId"	"specphe.lrn"	"specphe.t"	"specphe.short"	"specphe.Group"	"specphe.Condition_1"	"specphe.Concentration_1"	"specphe.Units_1"	"specphe.Condition_2"	"specphe.Concentration_2"	"specphe.Units_2"
"166"	"set1IT039"	17589	-3.81482389137846	-14.3699436724912	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"167"	"set1IT039"	17907	-1.74211028832736	-10.4808950164945	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"168"	"set1IT039"	18152	-3.82489473867776	-15.2396528450186	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"169"	"set1IT039"	18153	-3.88945859228483	-12.8507993576349	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"170"	"set1IT040"	15320	1.48147575501514	5.54148844303219	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"171"	"set1IT040"	15322	1.20710015087229	6.58010297752884	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"172"	"set1IT040"	15600	-2.82173587783989	-6.61072205940576	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"173"	"set1IT040"	15733	-1.67666281236425	-5.0393859943558	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"174"	"set1IT040"	16260	-1.39713195169426	-5.3643953991537	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"175"	"set1IT040"	17303	-3.71786650423851	-12.4646817163097	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"176"	"set1IT040"	17466	-2.00714971180832	-7.62721266788224	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"177"	"set1IT040"	17589	-3.58360429360782	-15.7425537603144	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"178"	"set1IT040"	17907	-1.8503779607462	-11.6263714780464	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"179"	"set1IT040"	18152	-4.00927466839706	-15.974283812009	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"180"	"set1IT040"	18153	-3.9918729353757	-13.4079450618767	"succinate (C)"	"carbon source"	"Sodium succinate dibasic hexahydrate"	20	"mM"	NA	NA	NA
"181"	"set1IT041"	14204	1.11760603335792	5.52359021354627	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"182"	"set1IT041"	14308	-3.5270445483205	-7.81902045082485	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"183"	"set1IT041"	14343	-1.09501252343427	-5.54929690335805	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"184"	"set1IT041"	14344	-1.27981333804058	-7.85844582501164	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"185"	"set1IT041"	14360	-1.58414503922036	-8.33033046029977	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"186"	"set1IT041"	14472	-1.29287788219212	-5.63310839786462	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"187"	"set1IT041"	14642	-3.09513288411167	-5.03152179326793	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"188"	"set1IT041"	14644	-3.74031739177258	-13.4691581087078	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"189"	"set1IT041"	14645	-4.69255793691133	-9.4976553140431	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"190"	"set1IT041"	14646	-1.36556224235629	-5.36963671772998	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"191"	"set1IT041"	15055	1.39600768539294	7.08826916328473	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"192"	"set1IT041"	15056	-1.44461035012871	-9.1743363781484	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"193"	"set1IT041"	15923	-1.7011553808494	-9.38388235753464	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"194"	"set1IT041"	16251	1.64256698203305	8.77998514007765	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"195"	"set1IT041"	16634	2.38670934384757	18.1661628606931	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"196"	"set1IT041"	16988	-1.74075881678707	-8.32298906016508	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"197"	"set1IT041"	17054	2.08147594844787	14.5587078398414	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"198"	"set1IT041"	17055	2.39892390028151	10.0462565332993	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"199"	"set1IT041"	17057	-2.71679378968529	-9.16035648093007	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"200"	"set1IT041"	17058	-4.33334198897696	-8.61148917019177	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"201"	"set1IT041"	17129	-1.76470328893354	-6.90165982609951	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"202"	"set1IT041"	17200	-2.202771958619	-6.24233498889675	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"203"	"set1IT041"	17342	1.52588045211042	11.1629374898945	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"204"	"set1IT041"	17351	-1.67429101769665	-10.7178152916912	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"205"	"set1IT041"	17412	2.28172449151443	13.3892213661528	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"206"	"set1IT041"	17438	-1.50775608858476	-7.97189240927061	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"207"	"set1IT041"	17466	-1.70821602754087	-9.57243781565807	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"208"	"set1IT041"	17515	-1.63156644172577	-7.13254022465784	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"209"	"set1IT041"	17664	-2.22594337792688	-12.402401149275	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"210"	"set1IT041"	17907	-2.18633195928679	-11.5357781432061	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"211"	"set1IT041"	17969	-2.67509241575091	-16.0995267780322	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"212"	"set1IT041"	18042	2.92261873545225	12.8851754099479	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"213"	"set1IT041"	18043	1.84466010262463	9.02467202983476	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"214"	"set1IT041"	18048	-2.85792976093776	-11.4767943309553	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"215"	"set1IT041"	18052	-1.36408846211244	-7.26075799053633	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"216"	"set1IT041"	18215	-1.88366371938346	-6.36377969747062	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"217"	"set1IT041"	18285	-1.63508911164659	-9.94364254845425	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"218"	"set1IT041"	18411	-1.6067315240432	-8.92491213057616	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"219"	"set1IT041"	1936903	-3.1287112459034	-10.6462665673746	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"220"	"set1IT041"	1936904	-3.06945751521205	-6.35223093593332	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"221"	"set1IT041"	1937264	-1.26244348932268	-7.32810274887812	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"222"	"set1IT042"	14308	-3.40544488075611	-7.41759393308729	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"223"	"set1IT042"	14344	-1.12515830127685	-6.34323873091036	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"224"	"set1IT042"	14360	-1.99682166985737	-10.6572809276447	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"225"	"set1IT042"	14472	-1.46577636696235	-5.49774502200419	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"226"	"set1IT042"	14644	-3.65807803195416	-12.5274347848646	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"227"	"set1IT042"	14645	-4.05363832674572	-9.39171146985222	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"228"	"set1IT042"	14646	-1.23830988006217	-5.67855818313437	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"229"	"set1IT042"	15056	-1.48599437384234	-9.15832958429394	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"230"	"set1IT042"	15369	-1.62684545657282	-8.09956512131798	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"231"	"set1IT042"	15923	-2.06782473150253	-11.061321881123	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"232"	"set1IT042"	16022	-1.26711574090782	-7.56238574530459	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"233"	"set1IT042"	16250	1.86892619888251	7.26139287747751	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"234"	"set1IT042"	16251	1.33415084747648	5.70740012595501	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"235"	"set1IT042"	16509	-1.72214862316945	-5.20043789580915	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"236"	"set1IT042"	16634	2.64243186061652	19.6703146544192	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"237"	"set1IT042"	16988	-1.41225844641865	-6.32564257333036	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"238"	"set1IT042"	17054	2.49610061670722	16.6731729140542	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"239"	"set1IT042"	17055	2.60855161331787	9.24565653929468	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"240"	"set1IT042"	17057	-4.25513980975944	-9.03585624894194	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"241"	"set1IT042"	17058	-3.83480539997941	-7.13931631711435	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"242"	"set1IT042"	17129	-1.93330668161789	-7.41893771281585	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"243"	"set1IT042"	17200	-1.98821403493803	-5.4786336197752	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"244"	"set1IT042"	17229	-1.27424510600126	-6.15799347123314	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"245"	"set1IT042"	17342	1.91421679132644	13.8379931307308	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"246"	"set1IT042"	17351	-1.52558208405686	-9.25380574342882	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"247"	"set1IT042"	17412	2.34859734056362	13.5940333503193	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"248"	"set1IT042"	17466	-1.6856378641791	-10.0260567858287	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"249"	"set1IT042"	17494	-1.15640962163425	-7.64987026309713	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"250"	"set1IT042"	17515	-1.50097624737093	-6.84438566037951	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"251"	"set1IT042"	17664	-2.09125069935791	-14.0121415550696	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"252"	"set1IT042"	17806	-1.18157616456253	-7.56367912235107	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"253"	"set1IT042"	17907	-2.12665695300783	-11.1838528457364	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"254"	"set1IT042"	17948	-1.93196126402733	-5.71127357556149	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"255"	"set1IT042"	17969	-2.46149568701368	-14.2664368763179	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"256"	"set1IT042"	18042	2.9677615584227	14.5617869311758	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"257"	"set1IT042"	18043	1.81143870366038	6.90320331915965	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"258"	"set1IT042"	18048	-2.9773986090076	-13.8991632515351	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"259"	"set1IT042"	18095	-1.50402684493119	-7.98561416656154	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"260"	"set1IT042"	18097	-2.28391862863587	-10.5740610516931	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"261"	"set1IT042"	18215	-1.92555442601957	-6.43075194234891	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"262"	"set1IT042"	18285	-1.6768502442869	-10.2172953855275	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"263"	"set1IT042"	18411	-1.68507462362406	-9.57308975101635	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"264"	"set1IT042"	18424	1.00316227851637	5.72576164853344	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"265"	"set1IT042"	1936903	-3.58482885088637	-9.21194738579953	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"266"	"set1IT042"	1936904	-4.35373186789457	-6.6184968619541	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"267"	"set1IT042"	1937264	-1.41656886892601	-7.61865647470755	"Glycolic Acid (C)"	"carbon source"	"Glycolic Acid"	20	"mM"	NA	NA	NA
"268"	"set1IT043"	15935	-3.94262885014935	-8.61452215132487	"D-Mannitol (C)"	"carbon source"	"D-Mannitol"	20	"mM"	NA	NA	NA
"269"	"set1IT044"	15935	-4.4471815863366	-9.74906775439752	"D-Mannitol (C)"	"carbon source"	"D-Mannitol"	20	"mM"	NA	NA	NA
"270"	"set1IT045"	17166	-5.09407024454344	-15.9978560498938	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"271"	"set1IT045"	17167	-3.14222260213801	-12.6536994350075	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"272"	"set1IT045"	17168	-1.09559589057356	-7.60300581855018	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"273"	"set1IT045"	17587	-4.23252320094104	-17.3907417234652	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"274"	"set1IT046"	17166	-5.04698312164308	-15.8499796018274	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"275"	"set1IT046"	17167	-3.42158299855995	-14.444939017815	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"276"	"set1IT046"	17168	-1.10087682159844	-7.14620852875151	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"277"	"set1IT046"	17587	-3.87496703305063	-16.7834293317169	"D-Galacturonic Acid (C)"	"carbon source"	"D-Galacturonic Acid monohydrate"	20	"mM"	NA	NA	NA
"278"	"set1IT051"	16789	-5.36507149655847	-6.37274871447205	"D-Sorbitol (C)"	"carbon source"	"D-Sorbitol"	20	"mM"	NA	NA	NA
"279"	"set1IT051"	17661	-4.1228806256401	-14.5101686678884	"D-Sorbitol (C)"	"carbon source"	"D-Sorbitol"	20	"mM"	NA	NA	NA
"280"	"set1IT052"	16789	-4.70427327478004	-7.16361747431522	"D-Sorbitol (C)"	"carbon source"	"D-Sorbitol"	20	"mM"	NA	NA	NA
"281"	"set1IT052"	17661	-4.31178184056836	-15.1749923043362	"D-Sorbitol (C)"	"carbon source"	"D-Sorbitol"	20	"mM"	NA	NA	NA
"282"	"set1IT053"	14720	-1.51775477668674	-7.56568033358202	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"283"	"set1IT053"	14734	-1.42723640874739	-8.55811909140483	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"284"	"set1IT053"	15320	1.62832821154468	6.46046626495012	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"285"	"set1IT053"	15322	1.26715240686515	6.45301961421869	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"286"	"set1IT053"	15323	1.30696264084008	5.4379568506095	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"287"	"set1IT053"	15600	-2.58842221308937	-7.80732216581235	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"288"	"set1IT053"	16634	1.42484836144096	11.3266071605583	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"289"	"set1IT053"	16874	-1.84339581413827	-5.15409608951681	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"290"	"set1IT053"	17409	1.19781779758377	6.44488762419036	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"291"	"set1IT053"	17466	-1.5173905399314	-7.20359270922636	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"292"	"set1IT053"	17589	-4.20803702975399	-14.4044535560656	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"293"	"set1IT053"	17907	-2.13422454806297	-12.0937109955112	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"294"	"set1IT053"	17928	1.41164238068246	7.0287086132184	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"295"	"set1IT053"	18067	-1.04011265316169	-5.25789389847567	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"296"	"set1IT053"	18152	-4.24818270691797	-15.4096714801136	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"297"	"set1IT053"	18153	-4.36115619464938	-11.9144122900849	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"298"	"set1IT053"	18416	-1.89825407800816	-5.95617216339171	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"299"	"set1IT054"	14472	-1.40656975451007	-5.20200380549033	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"300"	"set1IT054"	14699	-1.29884448700234	-6.42497247655991	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"301"	"set1IT054"	14720	-1.34541255381049	-7.38139926317364	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"302"	"set1IT054"	14734	-1.36313721018253	-8.84342200987456	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"303"	"set1IT054"	15320	1.60767924114286	6.18393775570112	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"304"	"set1IT054"	15322	1.28213129536405	5.73865657401839	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"305"	"set1IT054"	15323	1.45785101991688	7.69439426812215	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"306"	"set1IT054"	15600	-2.77930053981891	-7.468333409385	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"307"	"set1IT054"	15962	-1.85645601810278	-5.67797118966698	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"308"	"set1IT054"	16022	-1.4029706628416	-9.38376305780904	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"309"	"set1IT054"	16260	-2.04348964301318	-6.02586693183247	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"310"	"set1IT054"	16634	1.38297827777967	10.8399811958205	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"311"	"set1IT054"	17409	1.35693776182212	6.87939911234569	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"312"	"set1IT054"	17466	-1.68433721759093	-7.29580907522292	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"313"	"set1IT054"	17589	-4.31208176464381	-14.2896562371697	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"314"	"set1IT054"	17907	-1.7814226947141	-11.1593346960709	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"315"	"set1IT054"	17928	1.37642057979531	7.18023529454529	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"316"	"set1IT054"	18027	1.38834797552823	5.72587054886159	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"317"	"set1IT054"	18082	-1.37688954331744	-7.28850793758052	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"318"	"set1IT054"	18152	-4.13917272022369	-15.78342171604	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"319"	"set1IT054"	18153	-4.10152065725434	-13.0834291787924	"L-Malic (C)"	"carbon source"	"L-Malic acid disodium salt monohydrate"	20	"mM"	NA	NA	NA
"320"	"set1IT055"	18265	-2.42414305138024	-13.24102092932	"D-Trehalose (C)"	"carbon source"	"D-Trehalose dihydrate"	20	"mM"	NA	NA	NA
"321"	"set1IT055"	18266	1.29631030227192	10.8973768274482	"D-Trehalose (C)"	"carbon source"	"D-Trehalose dihydrate"	20	"mM"	NA	NA	NA
"322"	"set1IT056"	18265	-2.38919211578217	-13.9053210449277	"D-Trehalose (C)"	"carbon source"	"D-Trehalose dihydrate"	20	"mM"	NA	NA	NA
"323"	"set1IT056"	18266	1.27031032456709	10.7834314144765	"D-Trehalose (C)"	"carbon source"	"D-Trehalose dihydrate"	20	"mM"	NA	NA	NA
"324"	"set1IT057"	14222	-1.43671974617733	-11.2686991813103	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"325"	"set1IT057"	15188	-1.09993779098317	-5.26948345717767	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"326"	"set1IT057"	16469	-2.87274705783209	-7.06430059121833	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"327"	"set1IT057"	17515	8.1522847296293	50.3928056447188	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"328"	"set1IT057"	17517	8.49821264355642	64.7654643234133	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"329"	"set1IT057"	17519	4.89795284939438	11.7233234148151	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"330"	"set1IT057"	18005	-1.25870841087891	-9.31309456158969	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"331"	"set1IT057"	18191	-1.32292509613666	-6.78779878358453	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"332"	"set1IT057"	1937020	-1.43866029379125	-5.76232124216995	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
"333"	"set1IT057"	1937025	5.90763434017017	51.8105322601667	"D-Serine (C)"	"carbon source"	"D-Serine"	20	"mM"	NA	NA	NA
