SetName	Date_pool_expt_started	Drop	Person	Mutant.Library	Description	gDNA.plate	gDNA.well	Index	Sequenced.At	Media	Growth.Method	Group	Temperature	pH	Liquid.v..solid	Aerobic_v_Anaerobic	Shaking	Condition_1	Concentration_1	Units_1	Condition_2	Concentration_2	Units_2	Timecourse	Timecourse.Sample	Growth.Plate.ID	Growth.Plate.wells	StartOD	EndOD	Total.Generations	num	name	short
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Serine nitrogen source	FEBA_gDNA_plate31	G3	IT075	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Serine	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.92	5.529820947	75	set1IT075	L-Serine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Serine nitrogen source	FEBA_gDNA_plate31	G4	IT076	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Serine	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.92	5.529820947	76	set1IT076	L-Serine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Asparagine nitrogen source	FEBA_gDNA_plate31	G5	IT077	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Asparagine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.21	5.916476644	77	set1IT077	L-Asparagine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Asparagine nitrogen source	FEBA_gDNA_plate31	G6	IT078	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Asparagine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.23	5.942514505	78	set1IT078	L-Asparagine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Glutamine nitrogen source	FEBA_gDNA_plate31	G7	IT079	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Glutamine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.66	6.371558863	79	set1IT079	L-Glutamine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Glutamine nitrogen source	FEBA_gDNA_plate31	G8	IT080	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Glutamine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.7	6.409390936	80	set1IT080	L-Glutamine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Glycine nitrogen source	FEBA_gDNA_plate31	G9	IT081	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Glycine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.1	5.776103988	81	set1IT081	Glycine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Glycine nitrogen source	FEBA_gDNA_plate31	G10	IT082	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Glycine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.1	5.776103988	82	set1IT082	Glycine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Alanine nitrogen source	FEBA_gDNA_plate31	G11	IT083	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Alanine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.04	5.700439718	83	set1IT083	L-Alanine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	L-Alanine nitrogen source	FEBA_gDNA_plate31	G12	IT084	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	L-Alanine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1	5.64385619	84	set1IT084	L-Alanine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	D-Serine nitrogen source	FEBA_gDNA_plate31	H1	IT085	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	D-Serine	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.85	5.412781525	85	set1IT085	D-Serine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	D-Serine nitrogen source	FEBA_gDNA_plate31	H2	IT086	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	D-Serine	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.87	5.442943496	86	set1IT086	D-Serine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	D-Alanine nitrogen source	FEBA_gDNA_plate31	H3	IT087	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	D-Alanine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.24	5.95419631	87	set1IT087	D-Alanine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	D-Alanine nitrogen source	FEBA_gDNA_plate31	H4	IT088	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	D-Alanine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.21	5.918863237	88	set1IT088	D-Alanine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Gly-DL-Asp nitrogen source	FEBA_gDNA_plate31	H5	IT089	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Gly-DL-Asp	20	mM	NA	NA	NA	NA	NA	NA		0.02	2.52	6.977279923	89	set1IT089	Gly-DL-Asp (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Gly-DL-Asp nitrogen source	FEBA_gDNA_plate31	H6	IT090	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Gly-DL-Asp	20	mM	NA	NA	NA	NA	NA	NA		0.02	2.33	6.864186145	90	set1IT090	Gly-DL-Asp (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Gly-Glu nitrogen source	FEBA_gDNA_plate31	H7	IT091	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Gly-Glu	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.51	4.672425342	91	set1IT091	Gly-Glu (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Gly-Glu nitrogen source	FEBA_gDNA_plate31	H8	IT092	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Gly-Glu	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.52	4.700439718	92	set1IT092	Gly-Glu (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	casamino acids nitrogen source	FEBA_gDNA_plate31	H9	IT093	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	casamino acids	2	mg/mL	NA	NA	NA	NA	NA	NA		0.02	2.18	6.768184325	93	set1IT093	casaminos (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	casamino acids nitrogen source	FEBA_gDNA_plate31	H10	IT094	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	casamino acids	2	mg/mL	NA	NA	NA	NA	NA	NA		0.02	2.16	6.754887502	94	set1IT094	casaminos (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Putrescine Dihydrochloride nitrogen source	FEBA_gDNA_plate31	H11	IT095	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Putrescine Dihydrochloride	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.6	4.916476644	95	set1IT095	Putrescine (N)
Keio_ML9_set1	6/19/2014	NA	Kelly	Keio_ML9	Putrescine Dihydrochloride nitrogen source	FEBA_gDNA_plate31	H12	IT096	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Putrescine Dihydrochloride	20	mM	NA	NA	NA	NA	NA	NA		0.02	0.63	4.977279923	96	set1IT096	Putrescine (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	A1	IT001	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	2.23	6.8008999	97	set2IT001	Time0
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	A2	IT002	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	2.23	6.8008999	98	set2IT002	Time0
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	N-Acetyl-D-Glucosamine nitrogen source	FEBA_gDNA_plate32	A3	IT003	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	N-Acetyl-D-Glucosamine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.3	6.022367813	99	set2IT003	NAG (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	N-Acetyl-D-Glucosamine nitrogen source	FEBA_gDNA_plate32	A4	IT004	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	N-Acetyl-D-Glucosamine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.4	6.129283017	100	set2IT004	NAG (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Adenosine nitrogen source	FEBA_gDNA_plate32	A5	IT005	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Adenosine	2	mM	NA	NA	NA	NA	NA	NA		0.02	0.66	5.044394119	101	set2IT005	Adenosine (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Adenosine nitrogen source	FEBA_gDNA_plate32	A6	IT006	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Adenosine	2	mM	NA	NA	NA	NA	NA	NA		0.02	0.69	5.108524457	102	set2IT006	Adenosine (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Cytidine nitrogen source	FEBA_gDNA_plate32	A7	IT007	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Cytidine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.32	6.048759312	103	set2IT007	Cytidine (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Cytidine nitrogen source	FEBA_gDNA_plate32	A8	IT008	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Cytidine	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.33	6.055282436	104	set2IT008	Cytidine (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Ammonium chloride nitrogen source	FEBA_gDNA_plate32	A9	IT009	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Ammonium chloride	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.22	5.935459748	105	set2IT009	Ammonium chloride (N)
Keio_ML9_set2	6/19/2014	NA	Kelly	Keio_ML9	Ammonium chloride nitrogen source	FEBA_gDNA_plate32	A10	IT010	NA	M9 minimal media_noNitrogen	tube	nitrogen source	37	NA	Liquid	Aerobic	200 rpm	Ammonium chloride	20	mM	NA	NA	NA	NA	NA	NA		0.02	1.25	5.965784285	106	set2IT010	Ammonium chloride (N)
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	A11	IT011	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.5	6.22881869	107	set2IT011	Time0
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	A12	IT012	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.5	6.22881869	108	set2IT012	Time0
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium nitrite 10 mM	FEBA_gDNA_plate32	B1	IT013	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium nitrite	10	mM	NA	NA	NA	NA	NA	964	A1,A2	NA	NA	NA	109	set2IT013	nitrite 10 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium nitrite 20 mM	FEBA_gDNA_plate32	B2	IT014	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium nitrite	20	mM	NA	NA	NA	NA	NA	964	A3,A4	NA	NA	NA	110	set2IT014	nitrite 20 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium nitrite 40 mM	FEBA_gDNA_plate32	B3	IT015	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium nitrite	40	mM	NA	NA	NA	NA	NA	964	A5,A6	NA	NA	NA	111	set2IT015	nitrite 40 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium nitrate 300 mM	FEBA_gDNA_plate32	B4	IT016	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium nitrate	300	mM	NA	NA	NA	NA	NA	964	B1,B2	NA	NA	NA	112	set2IT016	nitrate 300 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sisomicin sulfate salt 0.005 mg/ml	FEBA_gDNA_plate32	B5	IT017	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sisomicin sulfate salt	0.005	mg/ml	NA	NA	NA	NA	NA	964	C1,C2	NA	NA	NA	113	set2IT017	Sisomicin 0.005 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium Chlorite 0.4 mM	FEBA_gDNA_plate32	B6	IT018	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium Chlorite	0.4	mM	NA	NA	NA	NA	NA	964	D1,D2	NA	NA	NA	114	set2IT018	Chlorite 0.4 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium Chlorite 1.25 mM	FEBA_gDNA_plate32	B7	IT019	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium Chlorite	1.25	mM	NA	NA	NA	NA	NA	964	D3,D4	NA	NA	NA	115	set2IT019	Chlorite 1.25 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium perchlorate monohydrate 150 mM	FEBA_gDNA_plate32	B8	IT020	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium perchlorate monohydrate	150	mM	NA	NA	NA	NA	NA	964	E1,E2	NA	NA	NA	116	set2IT020	perchlorate 150 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Polymyxin B sulfate 0.0005 mg/ml	FEBA_gDNA_plate32	B9	IT021	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Polymyxin B sulfate	5e-04	mg/ml	NA	NA	NA	NA	NA	964	E7,E8	NA	NA	NA	117	set2IT021	Polymyxin B sulfate 0.0005 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Polymyxin B sulfate 0.001 mg/ml	FEBA_gDNA_plate32	B10	IT022	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Polymyxin B sulfate	0.001	mg/ml	NA	NA	NA	NA	NA	964	F1,F2	NA	NA	NA	118	set2IT022	Polymyxin B sulfate 0.001 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Sodium Chloride 750 mM	FEBA_gDNA_plate32	B11	IT023	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Sodium Chloride	750	mM	NA	NA	NA	NA	NA	964	F3,F4	NA	NA	NA	119	set2IT023	Chloride 750 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	B12	IT024	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	964	F7,F8	NA	NA	NA	120	set2IT024	LB
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Vancomycin Hydrochloride Hydrate 0.0625 mg/ml	FEBA_gDNA_plate32	C1	IT025	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Vancomycin Hydrochloride Hydrate	0.0625	mg/ml	NA	NA	NA	NA	NA	965	A1,A2	NA	NA	NA	121	set2IT025	Vancomycin 0.0625 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Cephalothin sodium salt 0.01 mg/ml	FEBA_gDNA_plate32	C2	IT026	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cephalothin sodium salt	0.01	mg/ml	NA	NA	NA	NA	NA	965	A7,A8	NA	NA	NA	122	set2IT026	Cephalothin 0.01 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Cephalothin sodium salt 0.08 mg/ml	FEBA_gDNA_plate32	C3	IT027	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cephalothin sodium salt	0.08	mg/ml	NA	NA	NA	NA	NA	965	B1,B2	NA	NA	NA	123	set2IT027	Cephalothin 0.08 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Cephalothin sodium salt 0.16 mg/ml	FEBA_gDNA_plate32	C4	IT028	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cephalothin sodium salt	0.16	mg/ml	NA	NA	NA	NA	NA	965	B3,B4	NA	NA	NA	124	set2IT028	Cephalothin 0.16 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with MreB Perturbing Compound A22 0.04 mg/ml	FEBA_gDNA_plate32	C5	IT029	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	MreB Perturbing Compound A22	0.04	mg/ml	NA	NA	NA	NA	NA	965	B5,B6	NA	NA	NA	125	set2IT029	A22 0.04 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with MreB Perturbing Compound A22 0.08 mg/ml	FEBA_gDNA_plate32	C6	IT030	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	MreB Perturbing Compound A22	0.08	mg/ml	NA	NA	NA	NA	NA	965	B7,B8	NA	NA	NA	126	set2IT030	A22 0.08 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Lomefloxacin hydrochloride 0.0004 mM	FEBA_gDNA_plate32	C7	IT031	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Lomefloxacin hydrochloride	4e-04	mM	NA	NA	NA	NA	NA	965	C5,C6	NA	NA	NA	127	set2IT031	Lomefloxacin 0.0004 mM
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Neomycin trisulfate salt hydrate 0.004 mg/ml	FEBA_gDNA_plate32	C8	IT032	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Neomycin trisulfate salt hydrate	0.004	mg/ml	NA	NA	NA	NA	NA	965	D7,D8	NA	NA	NA	128	set2IT032	Neomycin 0.004 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB with Doxycycline hyclate 0.001 mg/ml	FEBA_gDNA_plate32	C9	IT033	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Doxycycline hyclate	0.001	mg/ml	NA	NA	NA	NA	NA	965	E5,E6	NA	NA	NA	129	set2IT033	Doxycycline hyclate 0.001 mg/ml
Keio_ML9_set2	6/24/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	C10	IT034	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	965	F7,F8	NA	NA	NA	130	set2IT034	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	C11	IT035	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.2	5.906890596	131	set2IT035	Time0
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	Time0	FEBA_gDNA_plate32	C12	IT036	NA	LB	flask	Time0	37	NA	Liquid	Aerobic	200 rpm		NA		NA	NA	NA	NA	NA	NA		0.02	1.2	5.906890596	132	set2IT036	Time0
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Nickel (II) chloride hexahydrate 1 mM	FEBA_gDNA_plate32	D1	IT037	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Nickel (II) chloride hexahydrate	1	mM	NA	NA	NA	NA	NA	960	A3,A4	NA	NA	NA	133	set2IT037	Nickel (II) chloride 1 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cobalt chloride hexahydrate 0.32 mM	FEBA_gDNA_plate32	D2	IT038	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cobalt chloride hexahydrate	0.32	mM	NA	NA	NA	NA	NA	960	B1,B2	NA	NA	NA	134	set2IT038	Cobalt chloride 0.32 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with copper (II) chloride dihydrate 2 mM	FEBA_gDNA_plate32	D3	IT039	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	copper (II) chloride dihydrate	2	mM	NA	NA	NA	NA	NA	960	B7,B8	NA	NA	NA	135	set2IT039	copper (II) chloride 2 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with sodium fluoride 100 mM	FEBA_gDNA_plate32	D4	IT040	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	sodium fluoride	100	mM	NA	NA	NA	NA	NA	960	C5,C6	NA	NA	NA	136	set2IT040	sodium fluoride 100 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Thallium(I) acetate 0.0625 mg/ml	FEBA_gDNA_plate32	D5	IT041	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Thallium(I) acetate	0.0625	mg/ml	NA	NA	NA	NA	NA	960	D7,D8	NA	NA	NA	137	set2IT041	Thallium(I) acetate 0.0625 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cisplatin 0.025 mg/ml	FEBA_gDNA_plate32	D6	IT042	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cisplatin	0.025	mg/ml	NA	NA	NA	NA	NA	960	E5,E6	NA	NA	NA	138	set2IT042	Cisplatin 0.025 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cisplatin 0.05 mg/ml	FEBA_gDNA_plate32	D7	IT043	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cisplatin	0.05	mg/ml	NA	NA	NA	NA	NA	960	E7,E8	NA	NA	NA	139	set2IT043	Cisplatin 0.05 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Cisplatin 0.1 mg/ml	FEBA_gDNA_plate32	D8	IT044	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Cisplatin	0.1	mg/ml	NA	NA	NA	NA	NA	960	F1,F2	NA	NA	NA	140	set2IT044	Cisplatin 0.1 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB	FEBA_gDNA_plate32	D9	IT045	NA	LB	48 well microplate; Tecan Infinite F200	lb	28	NA	Liquid	Aerobic	orbital		NA		NA	NA	NA	NA	NA	960	F7,F8	NA	NA	NA	141	set2IT045	LB
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Benzalkonium Chloride 0.004 mg/ml	FEBA_gDNA_plate32	D10	IT046	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Benzalkonium Chloride	0.004	mg/ml	NA	NA	NA	NA	NA	961	A7,A8	NA	NA	NA	142	set2IT046	Benzalkonium Chloride 0.004 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Aluminum chloride hydrate 5 mM	FEBA_gDNA_plate32	D11	IT047	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Aluminum chloride hydrate	5	mM	NA	NA	NA	NA	NA	961	B5,B6	NA	NA	NA	143	set2IT047	Aluminum chloride 5 mM
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with benzoic acid 0.58 mg/ml	FEBA_gDNA_plate32	D12	IT048	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	benzoic acid	0.58	mg/ml	NA	NA	NA	NA	NA	961	C7,C8	NA	NA	NA	144	set2IT048	benzoic 0.58 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Bacitracin 0.5 mg/ml	FEBA_gDNA_plate32	E1	IT049	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Bacitracin	0.5	mg/ml	NA	NA	NA	NA	NA	961	D7,D8	NA	NA	NA	145	set2IT049	Bacitracin 0.5 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Bacitracin 1 mg/ml	FEBA_gDNA_plate32	E2	IT050	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Bacitracin	1	mg/ml	NA	NA	NA	NA	NA	961	E1,E2	NA	NA	NA	146	set2IT050	Bacitracin 1 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Fusidic acid sodium salt 0.03 mg/ml	FEBA_gDNA_plate32	E3	IT051	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Fusidic acid sodium salt	0.03	mg/ml	NA	NA	NA	NA	NA	961	E5,E6	NA	NA	NA	147	set2IT051	Fusidic 0.03 mg/ml
Keio_ML9_set2	6/30/2014	NA	Kelly	Keio_ML9	LB with Fusidic acid sodium salt 0.1 mg/ml	FEBA_gDNA_plate32	E4	IT052	NA	LB	48 well microplate; Tecan Infinite F200	stress	28	NA	Liquid	Aerobic	orbital	Fusidic acid sodium salt	0.1	mg/ml	NA	NA	NA	NA	NA	961	E7,E8	NA	NA	NA	148	set2IT052	Fusidic 0.1 mg/ml
